"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]","Dew-point temperature mean [°C]","Cloud cover [1/8]","Air pressure mean [hPa]","Relative humidity mean [%]","Precipitation amount mean [mm]","Weather description","Horizontal visibility mean [m]"
"Tornio Torppi","2023","1","2","13:40","-7.2","-8.3","Clear (0/8)","1009.3","92","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","13:50","-7.5","-8.4","Clear (0/8)","1009.3","93","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","14:00","-8.6","-9.7","Clear (0/8)","1009.4","92","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","14:10","-8.4","-9","Clear (0/8)","1009.5","96","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","14:20","-7.7","-8.4","Clear (0/8)","1009.6","95","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","14:30","-7.6","-8.6","Clear (0/8)","1009.7","93","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","14:40","-8.1","-9.3","Clear (0/8)","1009.7","91","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","14:50","-8.7","-10","Clear (0/8)","1009.7","91","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","15:00","-9.5","-10.7","Clear (0/8)","1009.7","91","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","15:10","-9.9","-11.1","Clear (0/8)","1009.7","91","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","15:20","-9.1","-9.6","Clear (0/8)","1009.6","96","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","15:30","-9.1","-10.2","Clear (0/8)","1009.7","91","0","No significant weather","21567"
"Tornio Torppi","2023","1","2","15:40","-9.8","-11.3","Clear (0/8)","1009.7","89","0","No significant weather","29506"
"Tornio Torppi","2023","1","2","15:50","-9.7","-10.7","Clear (0/8)","1009.5","92","0","No significant weather","37607"
"Tornio Torppi","2023","1","2","16:00","-10.1","-11.2","Clear (0/8)","1009.5","92","0","No significant weather","39474"
"Tornio Torppi","2023","1","2","16:10","-9.9","-11","Clear (0/8)","1009.6","91","0","No significant weather","34338"
"Tornio Torppi","2023","1","2","16:20","-10.3","-11.5","Clear (0/8)","1009.8","91","0","No significant weather","31760"
"Tornio Torppi","2023","1","2","16:30","-10.6","-11.8","Clear (0/8)","1009.8","91","0","No significant weather","29293"
"Tornio Torppi","2023","1","2","16:40","-10.5","-11.6","Clear (0/8)","1009.9","92","0","No significant weather","21514"
"Tornio Torppi","2023","1","2","16:50","-10.4","-11.7","Clear (0/8)","1010","90","0","No significant weather","18686"
"Tornio Torppi","2023","1","2","17:00","-10.8","-12.2","Clear (0/8)","1009.9","89","0","No significant weather","23472"
"Tornio Torppi","2023","1","2","17:10","-10.8","-12","Clear (0/8)","1009.8","91","0","No significant weather","20853"
"Tornio Torppi","2023","1","2","17:20","-10.6","-11.8","Clear (0/8)","1009.8","90","0","No significant weather","18078"
"Tornio Torppi","2023","1","2","17:30","-11.1","-12.5","Clear (0/8)","1009.8","89","0","No significant weather","35026"
"Tornio Torppi","2023","1","2","17:40","-11.2","-12.6","Clear (0/8)","1009.8","90","0","No significant weather","43151"
"Tornio Torppi","2023","1","2","17:50","-11.3","-12.7","Clear (0/8)","1009.8","90","0","No significant weather","48316"
"Tornio Torppi","2023","1","2","18:00","-11.2","-12.5","Clear (0/8)","1009.8","90","0","No significant weather","44913"
"Tornio Torppi","2023","1","2","18:10","-11.4","-12.9","Clear (0/8)","1009.9","89","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","18:20","-12.2","-13.7","Mostly clear (2/8)","1009.8","89","0","No significant weather","50000"
"Tornio Torppi","2023","1","2","18:30","-12.2","-13.8","Clear (1/8)","1009.9","88","0","No significant weather","48681"
"Tornio Torppi","2023","1","2","18:40","-11.6","-12.6","Clear (1/8)","1009.8","93","0","No significant weather","35598"
"Tornio Torppi","2023","1","2","18:50","-11.3","-12.6","Clear (0/8)","1009.8","90","0","No significant weather","28227"
"Tornio Torppi","2023","1","2","19:00","-11.6","-13","Clear (0/8)","1009.8","90","0","No significant weather","22882"
"Tornio Torppi","2023","1","2","19:10","-12","-13.5","Clear (0/8)","1009.7","89","0","No significant weather","26282"
"Tornio Torppi","2023","1","2","19:20","-12.4","-13.9","Clear (0/8)","1009.6","88","0","No significant weather","35363"
"Tornio Torppi","2023","1","2","19:30","-13","-14.7","Clear (0/8)","1009.6","87","0","No significant weather","41709"
"Tornio Torppi","2023","1","2","19:40","-13.6","-15.2","Clear (0/8)","1009.7","88","0","No significant weather","34272"
"Tornio Torppi","2023","1","2","19:50","-13.5","-15.2","Mostly clear (2/8)","1009.8","87","0","No significant weather","11383"
"Tornio Torppi","2023","1","2","20:00","-14.8","-16.8","Partly cloudy (5/8)","1009.9","85","0","No significant weather","46700"
"Tornio Torppi","2023","1","2","20:10","-15","-16.9","Mostly clear (3/8)","1009.9","86","0","No significant weather","47112"
"Tornio Torppi","2023","1","2","20:20","-15.2","-16.9","Mostly clear (2/8)","1009.8","86","0","No significant weather","38534"
"Tornio Torppi","2023","1","2","20:30","-15.4","-17.2","Clear (0/8)","1009.7","86","0","No significant weather","42205"
"Tornio Torppi","2023","1","2","20:40","-15.6","-17.4","Mostly clear (3/8)","1009.8","86","0","No significant weather","36720"
"Tornio Torppi","2023","1","2","20:50","-15.4","-17","Cloudiness cannot be determined (9/8)","1009.8","88","0","Mist","2195"
"Tornio Torppi","2023","1","2","21:00","-15.2","-16.7","Cloudiness cannot be determined (9/8)","1009.8","88","0","Fog or ice fog, has begun or become thicker during the past hour.","752"
"Tornio Torppi","2023","1","2","21:10","-15.4","-17.2","Cloudiness cannot be determined (9/8)","1009.9","86","0","Fog during previous hour, but not during observation.","5775"
"Tornio Torppi","2023","1","2","21:20","-15.2","-16.8","Mostly cloudy (7/8)","1009.9","87","0","Fog during previous hour, but not during observation.","10965"
"Tornio Torppi","2023","1","2","21:30","-15.2","-16.9","Mostly cloudy (7/8)","1009.8","87","0","Fog during previous hour, but not during observation.","12319"
"Tornio Torppi","2023","1","2","21:40","-15.3","-17.2","Partly cloudy (4/8)","1009.8","86","0","Fog during previous hour, but not during observation.","12270"
"Tornio Torppi","2023","1","2","21:50","-15.7","-17.6","Mostly clear (2/8)","1009.8","85","0","Fog during previous hour, but not during observation.","15888"
"Tornio Torppi","2023","1","2","22:00","-15.8","-17.7","Mostly clear (3/8)","1009.7","85","0","Fog during previous hour, but not during observation.","17858"
"Tornio Torppi","2023","1","2","22:10","-15.8","-17.7","Partly cloudy (5/8)","1009.6","85","0","No significant weather","21028"
"Tornio Torppi","2023","1","2","22:20","-15.4","-17.2","Mostly cloudy (7/8)","1009.6","86","0","No significant weather","16491"
"Tornio Torppi","2023","1","2","22:30","-15.3","-17","Partly cloudy (4/8)","1009.6","87","0","No significant weather","14111"
"Tornio Torppi","2023","1","2","22:40","-15.4","-17.3","Mostly cloudy (6/8)","1009.5","86","0","No significant weather","12958"
"Tornio Torppi","2023","1","2","22:50","-15.5","-17.4","Mostly cloudy (6/8)","1009.5","86","0","No significant weather","13590"
"Tornio Torppi","2023","1","2","23:00","-15.5","-17.3","Mostly cloudy (7/8)","1009.4","86","0","No significant weather","12835"
"Tornio Torppi","2023","1","2","23:10","-15.2","-17","Mostly cloudy (7/8)","1009.5","87","0","No significant weather","12293"
"Tornio Torppi","2023","1","2","23:20","-15.3","-17.2","Mostly cloudy (7/8)","1009.4","86","0","No significant weather","11238"
"Tornio Torppi","2023","1","2","23:30","-15.3","-17.1","Mostly cloudy (7/8)","1009.5","86","0","No significant weather","10889"
"Tornio Torppi","2023","1","2","23:40","-15.2","-17","Mostly cloudy (7/8)","1009.6","86","0","No significant weather","12126"
"Tornio Torppi","2023","1","2","23:50","-14.8","-16.5","Mostly cloudy (7/8)","1009.6","87","0","No significant weather","11200"
"Tornio Torppi","2023","1","3","00:00","-14.5","-16.2","Cloudy (8/8)","1009.6","87","0","No significant weather","11324"
"Tornio Torppi","2023","1","3","00:10","-14.3","-16","Mostly cloudy (7/8)","1009.6","87","0","No significant weather","12454"
"Tornio Torppi","2023","1","3","00:20","-14.1","-15.8","Mostly cloudy (7/8)","1009.6","87","0","No significant weather","11671"
"Tornio Torppi","2023","1","3","00:30","-14","-15.7","Mostly cloudy (7/8)","1009.7","87","0","No significant weather","11585"
"Tornio Torppi","2023","1","3","00:40","-13.8","-15.5","Mostly cloudy (7/8)","1009.7","87","0","No significant weather","11731"
"Tornio Torppi","2023","1","3","00:50","-13.6","-15.2","Mostly cloudy (7/8)","1009.5","87","0","No significant weather","12343"
"Tornio Torppi","2023","1","3","01:00","-13.4","-15","Mostly cloudy (7/8)","1009.5","87","0","No significant weather","13132"
"Tornio Torppi","2023","1","3","01:10","-13.1","-14.7","Mostly cloudy (7/8)","1009.6","88","0","No significant weather","13660"
"Tornio Torppi","2023","1","3","01:20","-12.8","-14.4","Mostly cloudy (7/8)","1009.5","88","0","No significant weather","15970"
"Tornio Torppi","2023","1","3","01:30","-12.6","-14.2","Cloudy (8/8)","1009.5","88","0","No significant weather","18135"
"Tornio Torppi","2023","1","3","01:40","-12.5","-14.1","Cloudy (8/8)","1009.6","88","0","No significant weather","17968"
"Tornio Torppi","2023","1","3","01:50","-12.4","-14","Cloudy (8/8)","1009.4","88","0","No significant weather","18007"
"Tornio Torppi","2023","1","3","02:00","-12.3","-13.8","Cloudy (8/8)","1009.3","88","0","No significant weather","16608"
"Tornio Torppi","2023","1","3","02:10","-12.1","-13.6","Cloudy (8/8)","1009.4","88","0","No significant weather","19390"
"Tornio Torppi","2023","1","3","02:20","-12","-13.5","Cloudy (8/8)","1009.4","88","0","No significant weather","18577"
"Tornio Torppi","2023","1","3","02:30","-11.9","-13.4","Cloudy (8/8)","1009.4","88","0","No significant weather","19392"
"Tornio Torppi","2023","1","3","02:40","-11.9","-13.4","Cloudy (8/8)","1009.3","88","0","No significant weather","18945"
"Tornio Torppi","2023","1","3","02:50","-11.8","-13.3","Cloudy (8/8)","1009.4","89","0","No significant weather","16797"
"Tornio Torppi","2023","1","3","03:00","-11.7","-13.2","Cloudy (8/8)","1009.4","89","0","No significant weather","21441"
"Tornio Torppi","2023","1","3","03:10","-11.4","-12.8","Cloudy (8/8)","1009.3","89","0","No significant weather","22308"
"Tornio Torppi","2023","1","3","03:20","-11.1","-12.5","Cloudy (8/8)","1009.4","89","0","No significant weather","26471"
"Tornio Torppi","2023","1","3","03:30","-10.9","-12.2","Cloudy (8/8)","1009.5","90","0","No significant weather","26839"
"Tornio Torppi","2023","1","3","03:40","-10.9","-12.3","Cloudy (8/8)","1009.4","89","0","No significant weather","25857"
"Tornio Torppi","2023","1","3","03:50","-10.8","-12.2","Cloudy (8/8)","1009.4","89","0","No significant weather","26886"
"Tornio Torppi","2023","1","3","04:00","-10.6","-12","Cloudy (8/8)","1009.6","90","0","Snow showers. light","22679"
"Tornio Torppi","2023","1","3","04:10","-10.5","-11.9","Cloudy (8/8)","1009.6","90","0","Snow showers. light","18948"
"Tornio Torppi","2023","1","3","04:20","-10.4","-11.8","Cloudy (8/8)","1009.4","90","0","Snow showers. light","12996"
"Tornio Torppi","2023","1","3","04:30","-10.3","-11.6","Cloudy (8/8)","1009.4","90","0","Snow showers. light","9341"
"Tornio Torppi","2023","1","3","04:40","-10.3","-11.7","Cloudy (8/8)","1009.4","90","0","Snow showers. light","13171"
"Tornio Torppi","2023","1","3","04:50","-10.4","-11.7","Cloudy (8/8)","1009.4","90","0","Snow showers. light","13931"
"Tornio Torppi","2023","1","3","05:00","-10.3","-11.6","Cloudy (8/8)","1009.5","90","0","Snow showers. light","16472"
"Tornio Torppi","2023","1","3","05:10","-10.2","-11.6","Cloudy (8/8)","1009.4","90","0","Snow, light","24761"
"Tornio Torppi","2023","1","3","05:20","-10.2","-11.5","Cloudy (8/8)","1009.4","90","0","Snow showers. light","23796"
"Tornio Torppi","2023","1","3","05:30","-10.1","-11.4","Cloudy (8/8)","1009.4","90","0","Snow showers. light","26668"
"Tornio Torppi","2023","1","3","05:40","-10","-11.3","Cloudy (8/8)","1009.3","90","0","Snow during previous hour, but not during observation","29176"
"Tornio Torppi","2023","1","3","05:50","-10.1","-11.4","Cloudy (8/8)","1009.2","90","0","Snow during previous hour, but not during observation","32938"
"Tornio Torppi","2023","1","3","06:00","-10","-11.3","Cloudy (8/8)","1009.3","90","0","Snow during previous hour, but not during observation","25608"
"Tornio Torppi","2023","1","3","06:10","-9.9","-11.2","Cloudy (8/8)","1009.3","90","0","Snow during previous hour, but not during observation","28932"
"Tornio Torppi","2023","1","3","06:20","-9.7","-11","Cloudy (8/8)","1009.3","91","0","Snow during previous hour, but not during observation","27808"
"Tornio Torppi","2023","1","3","06:30","-9.6","-10.8","Cloudy (8/8)","1009.3","91","0","No significant weather","27191"
"Tornio Torppi","2023","1","3","06:40","-9.4","-10.7","Cloudy (8/8)","1009.3","91","0","No significant weather","34454"
"Tornio Torppi","2023","1","3","06:50","-9.3","-10.6","Cloudy (8/8)","1009.3","91","0","No significant weather","26164"
"Tornio Torppi","2023","1","3","07:00","-9.3","-10.5","Cloudy (8/8)","1009.3","91","0","No significant weather","23677"
"Tornio Torppi","2023","1","3","07:10","-9.3","-10.5","Cloudy (8/8)","1009.4","91","0","No significant weather","28285"
"Tornio Torppi","2023","1","3","07:20","-9.2","-10.5","Cloudy (8/8)","1009.5","91","0","No significant weather","22589"
"Tornio Torppi","2023","1","3","07:30","-9.2","-10.5","Cloudy (8/8)","1009.5","91","0","No significant weather","22895"
"Tornio Torppi","2023","1","3","07:40","-9.2","-10.4","Cloudy (8/8)","1009.4","91","0","No significant weather","21192"
"Tornio Torppi","2023","1","3","07:50","-9.2","-10.4","Cloudy (8/8)","1009.5","91","0","No significant weather","16594"
"Tornio Torppi","2023","1","3","08:00","-9.1","-10.3","Cloudy (8/8)","1009.5","91","0","No significant weather","20043"
"Tornio Torppi","2023","1","3","08:10","-9.1","-10.3","Cloudy (8/8)","1009.5","91","0","No significant weather","21033"
"Tornio Torppi","2023","1","3","08:20","-9","-10.1","Cloudy (8/8)","1009.8","91","0","No significant weather","19849"
"Tornio Torppi","2023","1","3","08:30","-8.9","-10.1","Cloudy (8/8)","1009.9","91","0","No significant weather","16392"
"Tornio Torppi","2023","1","3","08:40","-8.8","-10","Cloudy (8/8)","1010","91","0","No significant weather","17347"
"Tornio Torppi","2023","1","3","08:50","-8.6","-9.7","Cloudy (8/8)","1010.1","92","0","No significant weather","24813"
"Tornio Torppi","2023","1","3","09:00","-8.4","-9.6","Cloudy (8/8)","1010.3","92","0","No significant weather","14803"
"Tornio Torppi","2023","1","3","09:10","-8.4","-9.5","Cloudy (8/8)","1010.4","92","0","No significant weather","14948"
"Tornio Torppi","2023","1","3","09:20","-8.4","-9.5","Cloudy (8/8)","1010.6","92","0","Ice crystals ","17566"
"Tornio Torppi","2023","1","3","09:30","-8.4","-9.5","Cloudy (8/8)","1010.7","92","0","Snow, light","13118"
"Tornio Torppi","2023","1","3","09:40","-8.4","-9.5","Cloudy (8/8)","1010.8","92","0","Snow, light","11472"
"Tornio Torppi","2023","1","3","09:50","-8.5","-9.6","Cloudy (8/8)","1010.9","91","0","Snow, light","10075"
"Tornio Torppi","2023","1","3","10:00","-8.5","-9.7","Cloudy (8/8)","1011","91","0","Snow, light","10444"
"Tornio Torppi","2023","1","3","10:10","-8.5","-9.7","Cloudy (8/8)","1011","91","0","Snow, light","11192"
"Tornio Torppi","2023","1","3","10:20","-8.5","-9.6","Cloudy (8/8)","1011.1","91","0","Snow, light","12378"
"Tornio Torppi","2023","1","3","10:30","-8.4","-9.6","Cloudy (8/8)","1011.2","92","0","Snow grains","16217"
"Tornio Torppi","2023","1","3","10:40","-8.4","-9.5","Cloudy (8/8)","1011.4","92","0","Snow, light","14604"
"Tornio Torppi","2023","1","3","10:50","-8.3","-9.5","Cloudy (8/8)","1011.5","92","0","Snow grains","19546"
"Tornio Torppi","2023","1","3","11:00","-8.3","-9.4","Cloudy (8/8)","1011.6","92","0","Snow showers. light","22588"
"Tornio Torppi","2023","1","3","11:10","-8.2","-9.4","Cloudy (8/8)","1011.7","92","0","Snow during previous hour, but not during observation","19526"
"Tornio Torppi","2023","1","3","11:20","-8.2","-9.3","Cloudy (8/8)","1011.8","92","0","Snow during previous hour, but not during observation","21711"
"Tornio Torppi","2023","1","3","11:30","-8.1","-9.2","Cloudy (8/8)","1012","92","0","Drizzle or snow grains during previous hour, but not during observation.","19378"
"Tornio Torppi","2023","1","3","11:40","-8.1","-9.2","Cloudy (8/8)","1012.2","92","0","Drizzle or snow grains during previous hour, but not during observation.","21615"
"Tornio Torppi","2023","1","3","11:50","-8.1","-9.2","Cloudy (8/8)","1012.4","92","0","Drizzle or snow grains during previous hour, but not during observation.","26968"
"Tornio Torppi","2023","1","3","12:00","-8.1","-9.2","Cloudy (8/8)","1012.5","92","0","Snow grains","21749"
"Tornio Torppi","2023","1","3","12:10","-8.1","-9.3","Cloudy (8/8)","1012.7","92","0","Snow showers. light","26640"
"Tornio Torppi","2023","1","3","12:20","-8.1","-9.2","Cloudy (8/8)","1012.8","92","0","Snow showers. light","16922"
"Tornio Torppi","2023","1","3","12:30","-8.1","-9.2","Cloudy (8/8)","1012.9","92","0","Snow showers. light","17535"
"Tornio Torppi","2023","1","3","12:40","-8.2","-9.3","Cloudy (8/8)","1012.9","91","0","Snow showers. light","15271"
"Tornio Torppi","2023","1","3","12:50","-8.2","-9.4","Cloudy (8/8)","1012.9","91","0","Snow showers. light","12320"
